Adgroup;MaxCPC;Clicks;Impressions;CTR;AvgCPC;Costo;AvgPosicion;Qscore;Ventas;Costconv;Convrate;Allconv
Bolivian Alpaca English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,75;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,26;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;8;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,01;0;1;0;0;0;1;7;0;0;0,00;0
Bolivian Alpaca English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;1;0;0;0;0;0;0;3;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,08;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Kids English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,08;10;46;0,2174;0,04;0,42;1,2;9;0;0;0,00;0
Peruvian Alpaca Clothing English;0,8;20;796;0,0251;0,15;3,02;1,7;6;0;0;0,00;0
Sweater English;0,04;0;2;0;0;0;3,5; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;1;7;0,1429;0,01;0,01;1,7;9;0;0;0,00;0
Poncho English;0,24;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,61;10;125;0,08;0,23;2,34;1,6;7;1;2,34;1000,00;1
Sweater English;0,3;2;25;0,08;0,07;0,14;2,7;9;2;0,07;10000,00;2
Poncho English;0,21;1;14;0,0714;0,14;0,14;1,9; --;0;0;0,00;0
Cardigans English;0,02;0;0;0;0;0;0;8;0;0;0,00;0
Clothing English;0,03;0;0;0;0;0;0;3;0;0;0,00;0
Sweater Women English;0,04;0;3;0;0;0;5,3;9;0;0;0,00;0
Ruana English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,14;1;5;0,2;0,01;0,01;1;5;0;0;0,00;0
Bolivian Alpaca English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;1;3;0,3333;0,11;0,11;1,3;9;0;0;0,00;0
Poncho English;0,2;0;7;0;0;0;1,9;7;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;3;41;0,0732;0,14;0,43;1,6; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;7;0;0;0;1;9;0;0;0,00;0
Sweater English;0,42;0;1;0;0;0;4;9;0;0;0,00;0
Poncho English;0,17;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,14;0;27;0;0;0;1,1;4;0;0;0,00;0
Poncho English;0,17;0;39;0;0;0;1,9;7;0;0;0,00;0
Gloves English;0,02;1;19;0,0526;0,01;0,01;2,9; --;0;0;0,00;0
Scarf English;0,28;0;4;0;0;0;1;7;0;0;0,00;0
Poncho English;0,42;0;2;0;0;0;2; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;1;0;0;0;5;7;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,11;0;3;0;0;0;5; --;0;0;0,00;0
Rug English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,97;10;76;0,1316;0,53;5,26;1,4;8;1;5,26;1000,00;1
Sweater English;1;0;0;0;0;0;0;8;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,4;13;668;0,0195;0,16;2,02;1,8;7;0;0;0,00;0
Sweater English;0,49;0;1;0;0;0;3; --;0;0;0,00;0
Poncho English;0,59;6;49;0,1224;0,33;1,96;1,4;7;0;0;0,00;0
Poncho English;0,35;2;31;0,0645;0,17;0,34;1,5;6;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,35;1;8;0,125;0,16;0,16;1,1;6;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;2;0;0;0;4; --;0;0;0,00;0
Sweater English;0,42;15;335;0,0448;0,33;4,91;1,3;6;0;0;0,00;0
Evo sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,26;1;10;0,1;0,18;0,18;3;9;0;0;0,00;0
Hat English;0,14;0;3;0;0;0;1,3;5;0;0;0,00;0
Clothing English;0,1;0;70;0;0;0;2,6;6;0;0;0,00;0
Poncho English;0,5;6;64;0,0938;0,08;0,51;2,8;9;0;0;0,00;0
Hat English;0,35;1;50;0,02;0,09;0,09;1,3;9;0;0;0,00;0
Poncho English;0,15;0;6;0;0;0;2;6;0;0;0,00;0
Scarf English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,14;3;166;0,0181;0,11;0,33;1,4;4;0;0;0,00;0
Kids English;0,12;3;162;0,0185;0,07;0,22;2,3; --;0;0;0,00;0
Sweater English;0,42;16;349;0,0458;0,3;4,85;1,8;5;0;0;0,00;0
Poncho English;0,7;4;19;0,2105;0,35;1,4;1,6;9;0;0;0,00;0
Bolivian Alpaca English;0,21;3;47;0,0638;0,14;0,43;1,7; --;0;0;0,00;0
Scarf English;1;1;20;0,05;0,37;0,37;1;6;0;0;0,00;0
Jackets English;0,28;0;1;0;0;0;2; --;0;0;0,00;0
Poncho English;0,07;2;4;0,5;0,05;0,1;1;9;0;0;0,00;0
Poncho English;0,71;61;527;0,1157;0,44;26,66;1,2;7;11;2,42;1803,00;11
Vest English;0,2;0;22;0;0;0;1,5;9;0;0;0,00;0
Cardigans English;0,28;2;82;0,0244;0,22;0,44;1,9;9;0;0;0,00;0
Clothing English;1;4;24;0,1667;0,09;0,35;2,1;8;0;0;0,00;0
Coat English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,07;0;8;0;0;0;3,1;6;0;0;0,00;0
Evo sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,21;3;137;0,0219;0,15;0,46;1,9;5;0;0;0,00;0
Sweater English;0,14;0;4;0;0;0;4,3; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,19;51;1656;0,0308;0,13;6,53;3;4;0;0;0,00;0
Alpaca Generic English;0,14;2;3;0,6667;0,08;0,16;1,3;9;0;0;0,00;0
Poncho English;0,49;4;12;0,3333;0,13;0,53;1;9;0;0;0,00;0
Sweater English;0,42;8;170;0,0471;0,28;2,26;3;9;0;0;0,00;0
Poncho Evo;0,56;1;87;0,0115;0,08;0,08;1,2;7;0;0;0,00;0
Jackets English;0,82;35;868;0,0403;0,42;14,73;1,3; --;0;0;0,00;0
Alpaca Generic English;0,28;2;7;0,2857;0,14;0,27;1;7;2;0,14;10000,00;2
Poncho English;0,37;0;1;0;0;0;1; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;2;12;0,1667;0,22;0,43;1;7;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,17;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,28;1;15;0,0667;0,03;0,03;1;7;0;0;0,00;0
Sweater English;0,09;2;153;0,0131;0,09;0,18;2,5;6;0;0;0,00;0
Bear English;0,14;2;591;0,0034;0,08;0,17;2,2;7;0;0;0,00;0
Toddlers English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,13;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,31;0;13;0;0;0;1,6;6;0;0;0,00;0
Sweater English;0,16;5;50;0,1;0,12;0,59;1,2;7;0;0;0,00;0
Bolivian Alpaca English;0,18;0;31;0;0;0;1,5;6;0;0;0,00;0
Sweater English;0,28;1;7;0,1429;0,09;0,09;2,9; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,63;0;4;0;0;0;1; --;0;0;0,00;0
Sweater English;0,15;57;7099;0,008;0,21;11,86;2,6;9;0;0;0,00;0
Clothing English;0,28;12;317;0,0379;0,14;1,74;2,3;6;0;0;0,00;0
Poncho English;0,15;0;4;0;0;0;1;9;0;0;0,00;0
Peruvian Alpaca Clothing English;0,28;2;35;0,0571;0,18;0,36;2,5;6;0;0;0,00;0
Sweater English;0,53;22;77;0,2857;0,18;4,03;1;9;0;0;0,00;0
Gloves English;0,22;7;87;0,0805;0,18;1,29;3,2;7;0;0;0,00;0
Ruana English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,75;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,35;2;408;0,0049;0,24;0,47;1,6;7;0;0;0,00;0
Clothing English;0,09;0;33;0;0;0;3,6; --;0;0;0,00;0
Poncho English;0,23;1;29;0,0345;0,23;0,23;2,5;9;0;0;0,00;0
Alpaca Generic English;0,82;7;362;0,0193;0,53;3,73;1,1;6;0;0;0,00;0
Sweater English;0,3;0;2;0;0;0;1;9;0;0;0,00;0
Hat English;0,38;35;1960;0,0179;0,24;8,36;1,4;7;0;0;0,00;0
Fur English;1;1;24;0,0417;0,16;0,16;1,1;7;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,19;1;30;0,0333;0,07;0,07;2;7;0;0;0,00;0
Gloves English;1,38;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,42;4;104;0,0385;0,36;1,43;1,8;9;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,07;0;1;0;0;0;2; --;0;0;0,00;0
Poncho English;0,6;10;347;0,0288;0,16;1,62;2,5;6;0;0;0,00;0
Vest English;0,5;3;71;0,0423;0,16;0,48;1,8;8;0;0;0,00;0
Coat English;0,42;12;277;0,0433;0,27;3,21;1,4;6;0;0;0,00;0
Poncho English;0,16;11;500;0,022;0,09;1,01;1,7;4;0;0;0,00;0
Peruvian Alpaca Clothing English;0,28;1;37;0,027;0,21;0,21;2,5;6;0;0;0,00;0
Alpaca Generic English;2;3;51;0,0588;0,24;0,72;4,7;9;0;0;0,00;0
Hat English;0,14;0;22;0;0;0;2,5;9;0;0;0,00;0
Poncho English;0,15;0;68;0;0;0;3,4;7;0;0;0,00;0
Hat English;0,49;16;878;0,0182;0,27;4,36;1,3;9;0;0;0,00;0
Hat English;0,14;0;13;0;0;0;1,1;7;0;0;0,00;0
Bolivian Sweaters English;0,14;0;3;0;0;0;1; --;0;0;0,00;0
Poncho English;0,42;1;240;0,0042;0,3;0,3;2,1; --;0;0;0,00;0
Evo sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,07;2;173;0,0116;0,03;0,06;1,9;6;0;0;0,00;0
Poncho English;0,15;0;4;0;0;0;2;7;0;0;0,00;0
Alpaca Generic English;0,1;16;139;0,1151;0,07;1,13;2,6;6;0;0;0,00;0
Clothing English;0,14;4;35;0,1143;0,09;0,37;2,4;8;0;0;0,00;0
Alpaca Generic English;0,5;2;10;0,2;0,15;0,3;1,4; --;0;0;0,00;0
Sweater English;0,7;70;1029;0,068;0,37;26,07;2,6;9;2;13,04;286,00;2
Poncho English;0,49;0;4;0;0;0;2,3;9;0;0;0,00;0
Poncho English;0,65;10;1543;0,0065;0,42;4,15;1,7;9;0;0;0,00;0
Sweater English;0,28;9;160;0,0562;0,27;2,41;2,7;9;0;0;0,00;0
Balaclava English;0,21;1;61;0,0164;0,18;0,18;1,7;9;0;0;0,00;0
Ruana English;0,28;0;4;0;0;0;1,3;8;0;0;0,00;0
Rug English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;6;14;0,4286;0,05;0,31;1,2;7;1;0,31;1667,00;1
Sweater English;1;1;12;0,0833;0,13;0,13;1; --;0;0;0,00;0
Sweater English;0,21;4;111;0,036;0,13;0,53;2,8;9;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,4;3;74;0,0405;0,11;0,34;1,1;5;0;0;0,00;0
Shawl English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,35;7;434;0,0161;0,2;1,41;1,6;5;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0;6;0;0;0,00;0
Sweater English;0,27;0;4;0;0;0;1;7;0;0;0,00;0
Sweater English;0,21;0;23;0;0;0;4,2;9;0;0;0,00;0
Scarf English;0,42;0;16;0;0;0;1,3;7;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,28;1;3;0,3333;0,26;0,26;1;5;0;0;0,00;0
Jackets English;0,02;0;6;0;0;0;1; --;0;0;0,00;0
Poncho English;0,14;2;26;0,0769;0,06;0,11;1,6;6;0;0;0,00;0
Poncho English;0,46;4;124;0,0323;0,19;0,77;1,6;4;0;0;0,00;0
Sweater English;0,69;49;9655;0,0051;0,17;8,34;2,7;9;0;0;0,00;0
Poncho English;0,32;1;115;0,0087;0,07;0,07;2; --;0;0;0,00;0
Sweater English;0,56;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,21;5;24;0,2083;0,04;0,19;1,8; --;0;0;0,00;0
Sweater English;0,22;2;4;0,5;0,1;0,21;1;9;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Fur English;0,51;13;630;0,0206;0,22;2,9;1;6;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,45;34;1819;0,0187;0,25;8,48;1,1;9;0;0;0,00;0
Blanket English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;6;0;0;0;1,2;7;0;0;0,00;0
Alpaca Generic English;0,2;5;1312;0,0038;0,13;0,66;2,7;6;0;0;0,00;0
Poncho English;0,8;48;1197;0,0401;0,35;16,82;1,7;7;1;16,82;208,00;1
Poncho English;0,28;6;113;0,0531;0,16;0,99;1,5;9;0;0;0,00;0
Poncho English;0,2;29;305;0,0951;0,28;8,02;1,7;7;0;0;0,00;0
Bolivian Alpaca English;0,01;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,03;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,22;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;7;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;6;0;0;0,00;0
Sweater English;2,37;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Sweater English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,4;9;61;0,1475;0,3;2,73;1,3;4;0;0;0,00;0
Sweater English;0,21;0;1;0;0;0;1;9;0;0;0,00;0
Peruvian Alpaca Clothing English;1,2;9;146;0,0616;0,51;4,62;1,5;5;0;0;0,00;0
Hat English;0,35;12;882;0,0136;0,2;2,43;1,4;6;0;0;0,00;0
Poncho English;1,02;16;276;0,058;0,46;7,43;1,1;7;0;0;0,00;0
Kids English;0,24;45;6516;0,0069;0,32;14,27;1,5;4;0;0;0,00;0
Sweater English;0,05;0;46;0;0;0;3,2;9;0;0;0,00;0
Poncho English;1;1;9;0,1111;0,57;0,57;1;7;0;0;0,00;0
Poncho English;0,43;8;136;0,0588;0,13;1,07;1,1; --;0;0;0,00;0
Evo sweater English;0,37;0;253;0;0;0;2,8;6;0;0;0,00;0
Fur English;0,11;0;39;0;0;0;3,6;5;0;0;0,00;0
Poncho English;0,27;1;35;0,0286;0,13;0,13;1,5;6;0;0;0,00;0
Alpaca Generic English;0,14;4;107;0,0374;0,1;0,39;1,2;6;0;0;0,00;0
Scarf English;0,32;3;24;0,125;0,28;0,83;1,8;9;0;0;0,00;0
Sweater Men English;0,35;0;3;0;0;0;2;8;0;0;0,00;0
Bolivian Sweaters English;0,49;12;405;0,0296;0,28;3,3;1;4;0;0;0,00;0
Clothing English;0,4;0;140;0;0;0;3,9;5;0;0;0,00;0
Sweater English;0,04;0;1;0;0;0;1; --;0;0;0,00;0
Ruana English;0,35;1;9;0,1111;0,34;0,34;1,4;7;0;0;0,00;0
Clothing English;0,35;4;24;0,1667;0,18;0,72;1,8;8;0;0;0,00;0
Clothing English;0,28;0;9;0;0;0;2,3;6;0;0;0,00;0
Scarf English;0,14;0;1;0;0;0;1; --;0;0;0,00;0
Clothing English;1;6;188;0,0319;0,28;1,68;2,8;8;1;1,68;1667,00;1
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Poncho English;0,14;1;13;0,0769;0,14;0,14;1,6;6;0;0;0,00;0
Rug English;0,08;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,11;0;3;0;0;0;1; --;0;0;0,00;0
Ruana English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;42;0;0;0;1,4;7;0;0;0,00;0
Sweater English;0,41;877;83438;0,0105;0,21;181,85;2,6;7;7;25,98;80,00;7
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,35;1;11;0,0909;0,21;0,21;1,2;4;0;0;0,00;0
Poncho English;0,67;277;12486;0,0222;0,16;44,05;2,3;9;3;14,68;108,00;3
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;4,96;4;4;1;0,86;3,43;1;8;0;0;0,00;0
Hat English;0,08;0;3;0;0;0;5,7;9;0;0;0,00;0
Poncho Evo;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,42;4;13;0,3077;0,09;0,37;1;9;0;0;0,00;0
Poncho English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,58;21;835;0,0251;0,17;3,5;1,1;9;0;0;0,00;0
Jackets English;1,14;18;292;0,0616;0,6;10,72;1,5; --;0;0;0,00;0
Alpaca Generic English;0,21;0;10;0;0;0;1,2;8;0;0;0,00;0
Sweater English;1;27;2348;0,0115;0,41;11,03;1,6;6;0;0;0,00;0
Poncho English;0,21;16;195;0,0821;0,31;5,03;1,1;9;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;1;3;0,3333;0,16;0,16;2; --;0;0;0,00;0
Clothing English;0,9;5;46;0,1087;0,47;2,33;1,3;8;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
